id,account_age,no_follower,no_following,no_userfavourites,no_lists,no_tweets,no_retweets,no_hashtag,no_usermention,no_urls,no_char,no_digits,class
2660,349,665,528,999,0,28892,0,1,0,1,59,2,spammer
2661,1027,2,1438,0,0,22,0,1,0,1,26,0,spammer
2662,258,4,0,0,0,23266,0,0,0,1,39,4,spammer
2663,855,1131,830,2478,1,12214,0,1,0,1,59,5,spammer
2664,233,22,40,1,0,432,197,0,1,1,110,7,spammer
2665,1032,209,311,0,0,559,0,0,0,2,40,3,spammer
2666,242,524,499,33,0,6099,0,1,0,1,59,2,spammer
2667,639,658,488,1778,0,5007,2,1,4,1,127,3,spammer
2668,558,289,299,935,0,5390,1,2,5,1,115,15,spammer
2669,668,9,2009,0,0,252,0,0,0,1,44,0,spammer
2670,1018,1656,1567,86,0,5969,31,0,1,1,118,7,spammer
2671,437,0,0,0,0,417,0,0,0,2,27,0,spammer
2672,195,228,1700,0,0,125799,0,0,0,1,42,0,spammer
2673,329,0,4,0,0,5,0,1,0,1,14,0,spammer
2674,32,0,0,0,0,17,0,0,0,1,68,0,spammer
2675,95,251,739,301,3,13855,0,1,1,1,105,1,spammer
2676,617,1,584,0,0,652,0,0,0,1,60,0,spammer
2677,1185,1,373,1,0,804,0,0,0,1,43,3,spammer
2678,1017,1,303,0,0,51,0,0,0,2,25,0,spammer
2679,228,8,1896,0,0,3827,0,0,0,1,30,6,spammer
2680,83,5261,4675,10920,3,19176,0,2,0,1,110,3,spammer
2681,173,2,16,0,0,458,0,0,0,1,32,0,spammer
2682,1569,8,6,0,0,16,0,1,0,1,21,2,spammer
2683,57,1,0,0,0,680,0,0,0,1,30,0,spammer
2684,555,870,2001,289,1,6312,0,0,0,1,74,1,spammer
2685,251,1324,1575,5,0,3302,14276,0,1,1,98,0,spammer
2686,733,122,104,0,0,268,1,0,1,1,46,2,spammer
2687,88,468,1605,1,0,2419,2711,0,1,1,58,0,spammer
2688,102,8430,9253,1,3,13508,970,0,1,1,118,7,spammer
2689,159,191,8,0,0,28133,0,0,0,1,71,0,spammer
2690,474,1814,1558,721,3,8997,0,0,0,1,75,2,spammer
2691,62,247,114,9,0,2310,784,0,1,1,118,7,spammer
2692,660,2095,2270,170,0,6495,176,0,1,1,118,7,spammer
2693,160,651,491,6,0,1714,51,0,1,1,118,7,spammer
2694,18,0,5,0,0,39,6835,0,1,1,69,0,spammer
2695,174,622,738,57,1,10862,0,0,0,1,108,0,spammer
2696,1274,111,37,0,27,1112,0,0,0,1,29,2,spammer
2697,1109,127,137,2,3,7539,0,0,0,2,46,0,spammer
2698,109,492,353,2846,0,14022,0,1,0,1,60,6,spammer
2699,673,359,169,236,7,11662,4,0,1,1,98,4,spammer
2700,1379,19,1808,3,0,1284,0,0,0,1,48,0,spammer
2701,298,5157,5599,11,4,10975,0,2,0,1,93,2,spammer
2702,795,174,508,1297,0,7964,0,0,0,1,68,4,spammer
2703,265,687,618,125,1,10669,0,1,0,1,58,0,spammer
2704,602,421,366,123,0,1419,1,1,2,1,93,3,spammer
2705,359,1571,1910,10,0,3865,535,0,1,1,118,7,spammer
2706,295,1,1,0,0,2516,0,0,0,2,80,25,spammer
2707,275,77,128,61,2,349,0,1,0,1,55,6,spammer
2708,210,282,1700,0,1,136140,0,0,0,1,49,0,spammer
2709,1378,0,268,0,0,100,75,0,1,1,67,4,spammer
2710,1010,469,525,0,1,30936,1,4,1,1,108,0,spammer
2711,570,764,45,0,2,2806,750,0,1,1,118,7,spammer
2712,761,9,656,0,0,2669,0,0,0,1,21,0,spammer
2713,867,386,383,940,0,23943,1,1,4,1,125,10,spammer
2714,1566,89,415,3,1,2230,0,0,0,1,34,0,spammer
2715,89,79,150,78,0,2257,1,2,1,1,101,0,spammer
2716,51,5,17,0,0,217,0,0,0,1,45,2,spammer
2717,42,3024,3013,0,1,8115,369,0,1,1,118,7,spammer
2718,470,284,359,179,0,1326,0,1,0,1,55,6,spammer
2719,2230,2,179,0,0,677,0,0,0,1,33,0,spammer
2720,1747,149,613,18,10,831,0,0,0,1,50,0,spammer
2721,580,2,473,0,0,71,0,1,0,1,25,0,spammer
2722,3,1,172,0,0,108,164,2,1,1,112,0,spammer
2723,20,41,91,93,0,1011,315,0,1,1,118,3,spammer
2724,307,182,144,1183,1,2661,0,0,0,1,60,4,spammer
2725,216,540,715,421,0,3407,0,1,0,1,55,6,spammer
2726,504,6118,5812,119,42,18793,0,1,0,1,104,0,spammer
2727,22,0,10,0,0,27,0,0,0,1,33,0,spammer
2728,244,248,2005,14,0,24954,0,0,0,2,1,0,spammer
2729,1377,16,1753,3,0,766,0,0,0,1,42,0,spammer
2730,26,0,1,0,0,64,0,1,0,1,22,0,spammer
2731,197,663,648,35,1,939,0,1,0,1,55,6,spammer
2732,471,8,18,4,0,221,0,1,0,1,58,0,spammer
2733,25,68,206,6,0,1008,0,0,0,1,54,0,spammer
2734,1694,5,161,0,0,1193,2,0,1,2,74,23,spammer
2735,1322,8,294,2,0,237,0,0,0,1,35,2,spammer
2736,961,48,94,1,0,512,0,0,0,2,1,0,spammer
2737,103,168,164,57,0,456,256,2,1,1,118,0,spammer
2738,53,687,2001,32,0,662,553,2,1,1,118,0,spammer
2739,140,1147,138,44,0,26183,0,1,0,1,57,4,spammer
2740,730,0,408,0,0,462,0,0,0,1,32,1,spammer
2741,751,336,170,3402,2,18153,0,1,1,1,93,0,spammer
2742,806,2,24,0,0,4,0,0,1,1,105,0,spammer
2743,537,1,2,0,0,1,0,0,0,1,0,0,spammer
2744,485,630,205,95,0,47396,0,1,0,1,62,2,spammer
2745,7,192,329,396,0,1403,784,0,1,1,118,7,spammer
2746,403,142,127,2236,1,15029,2,1,2,1,101,5,spammer
2747,346,4,13,0,0,1,0,0,0,1,0,0,spammer
2748,256,564,554,2,1,613,0,1,0,1,55,6,spammer
2749,81,422,1617,1,2,2501,274,0,1,1,40,2,spammer
2750,1093,1022,74,289,1,11164,0,1,0,1,66,4,spammer
2751,676,9283,10067,13,22,23633,0,0,0,1,77,0,spammer
2752,1322,0,0,0,0,70,0,1,0,1,32,0,spammer
2753,834,1,1,0,0,96,0,1,0,1,32,0,spammer
2754,343,0,0,0,0,2372,0,0,0,2,68,20,spammer
2755,217,0,3,0,0,8,0,0,0,1,56,0,spammer
2756,19,2,51,0,0,2,3,4,1,1,109,4,spammer
2757,811,104,371,1,3,13475,0,0,0,1,0,0,spammer
2758,102,363,145,417,0,2179,0,0,0,1,75,2,spammer
2759,739,0,2,0,0,37,0,0,0,1,45,1,spammer
2760,790,1,13,0,0,2166,0,0,0,2,56,20,spammer
2761,431,151,141,696,0,2859,0,0,0,1,59,3,spammer
2762,42,9,7,0,0,714,150,0,1,1,55,0,spammer
2763,854,205,91,3,1,5485,0,1,0,1,59,6,spammer
2764,1240,709,822,779,8,28240,0,2,1,1,89,0,spammer
2765,202,2,11,1,0,107,0,1,0,1,71,0,spammer
2766,592,540,1252,16,0,2072,0,1,0,1,59,5,spammer
2767,720,56,141,17,0,276,0,2,0,1,109,3,spammer
2768,311,26985,202,1307,127,13465,1,1,1,1,115,0,spammer
2769,96,459,1789,1,0,2720,66,0,1,1,47,2,spammer
2770,803,192,97,23,0,473,0,0,0,1,75,2,spammer
2771,294,6301,6287,3401,13,7340,0,2,0,1,110,2,spammer
2772,386,197,140,67,0,641,0,0,0,1,59,3,spammer
2773,97,472,1806,1,0,2730,950,0,1,1,42,0,spammer
2774,718,6,253,0,0,478,0,0,0,1,55,1,spammer
2775,407,0,211,0,0,281,0,1,0,1,16,0,spammer
2776,1028,467,1398,649,0,6056,0,1,0,1,55,6,spammer
2777,568,3,252,0,0,149,0,0,0,1,39,0,spammer
2778,123,12,23,0,0,240,0,0,0,1,0,0,spammer
2779,225,534,143,40,0,44404,0,1,0,1,55,9,spammer
2780,942,976,416,244,0,6317,0,1,0,1,40,4,spammer
2781,102,0,2,0,0,877,1,0,1,2,82,20,spammer
2782,16,110,112,4,0,41,0,0,0,1,74,1,spammer
2783,751,3,36,0,0,149,0,0,0,1,27,0,spammer
2784,820,306,318,62,0,1982,1,1,2,1,95,3,spammer
2785,1050,15,360,3,1,1049,0,0,0,1,20,0,spammer
2786,888,0,0,0,0,2267,0,0,0,2,50,20,spammer
2787,135,1,168,0,0,592,0,0,0,1,36,1,spammer
2788,111,69,71,10,0,41,0,0,0,1,44,2,spammer
2789,76,902,2004,27,0,709,365,0,1,1,113,4,spammer
2790,40,1120,1482,37,0,2751,0,0,0,1,75,2,spammer
2791,963,16527,31,1,106,504219,0,6,0,1,60,1,spammer
2792,225,533,140,40,0,44686,0,2,0,1,73,0,spammer
2793,1369,26,0,0,0,96,0,1,0,1,30,0,spammer
2794,919,2166,1951,3134,18,7243,0,1,0,1,56,7,spammer
2795,163,336,63,14,0,2138,0,1,3,1,106,3,spammer
2796,847,17,252,7,0,184,0,1,0,1,27,0,spammer
2797,583,193,156,7,0,1382,571,0,1,1,118,7,spammer
2798,1608,0,0,0,0,1,0,0,0,1,0,0,spammer
2799,772,0,9,0,0,64,0,1,0,1,40,0,spammer
2800,48,1,5,0,0,143,0,0,0,1,42,0,spammer
2801,1815,11,14,4,0,47,0,0,0,1,37,0,spammer
2802,816,0,5,0,0,31,0,0,0,2,47,20,spammer
2803,405,0,1,0,0,15,0,0,0,2,57,2,spammer
2804,75,0,10,0,0,277,0,1,0,1,16,0,spammer
2805,841,18,20,12,0,2509,0,0,1,1,104,0,spammer
2806,599,1,151,0,0,210,0,0,0,1,75,4,spammer
2807,829,5018,2922,1204,4,37927,0,0,0,1,82,5,spammer
2808,287,3492,1790,160,2,29644,0,2,1,1,71,0,spammer
2809,91,2617,2649,45,0,7588,427,0,1,1,118,7,spammer
2810,1346,351,332,33,3,37180,0,1,0,1,49,3,spammer
2811,34,3,10,0,0,15,0,0,0,1,53,0,spammer
2812,1253,1407,1567,28,9,31499,0,3,0,1,77,4,spammer
2813,11,0,13,0,0,9,0,0,0,1,58,2,spammer
2814,1495,5,1601,75,0,282,0,1,0,1,21,0,spammer
2815,39,980,163,0,0,6633,869,0,1,1,118,7,spammer
2816,911,0,9,0,0,5,316,0,1,1,55,0,spammer
2817,92,452,1622,1,1,2555,1879,0,1,1,42,0,spammer
2818,146,758,1549,7,0,838,26,0,1,1,118,7,spammer
2819,92,620,1630,14,0,859,486,0,1,1,118,7,spammer
2820,620,571,46,0,0,38,5,1,1,1,96,0,spammer
2821,57,26,1796,22,0,731,462,3,1,1,102,0,spammer
2822,1451,94,267,41,2,1176,1,1,1,1,131,0,spammer
2823,210,282,1700,0,1,136128,0,0,0,1,72,0,spammer
2824,1084,3218,3164,1020,3,25969,0,0,0,1,95,0,spammer
2825,94,473,1792,1,0,2523,2641,0,1,1,38,0,spammer
2826,98,487,1916,1,0,2820,1520,0,1,1,42,0,spammer
2827,494,445,357,969,1,12009,0,1,0,1,55,6,spammer
2828,534,2017,563,153,0,39169,0,1,0,1,57,0,spammer
2829,1126,0,0,0,0,14,0,0,0,2,62,2,spammer
2830,1204,278,163,2014,1,9350,0,1,0,1,55,6,spammer
2831,270,311,213,46,0,21076,0,1,0,1,100,3,spammer
2832,29,12,52,0,0,120,2478,0,1,1,38,0,spammer
2833,1031,0,402,0,0,330,0,0,0,2,59,0,spammer
2834,541,9,6,0,0,622,0,0,0,2,93,6,spammer
2835,366,0,7,2,0,1611,0,0,0,2,1,0,spammer
2836,431,274,1989,373,0,2100,0,1,0,1,55,6,spammer
2837,720,434,298,294,0,12847,0,2,1,1,100,8,spammer
2838,671,3,31,2,0,5,0,0,0,1,0,0,spammer
2839,1155,5,0,0,0,28,0,0,0,1,35,0,spammer
2840,192,319,231,14,0,497,16,2,1,1,118,3,spammer
2841,780,884,742,215,1,4601,0,1,0,1,55,6,spammer
2842,131,1555,1740,983,2,10243,0,1,0,1,55,6,spammer
2843,727,2,4,0,0,2837,0,0,0,1,32,0,spammer
2844,1140,0,0,0,0,2751,0,0,0,1,27,1,spammer
2845,121,504,624,0,2,3168,0,0,0,1,42,6,spammer
2846,993,34,227,0,3,587,0,0,0,2,63,3,spammer
2847,373,3,2,0,0,120,0,1,0,1,15,0,spammer
2848,263,163,91,906,0,5183,0,0,0,1,99,6,spammer
2849,478,705,359,4765,4,31384,0,1,0,1,55,6,spammer
2850,193,0,407,0,0,135,0,0,0,1,46,0,spammer
2851,117,19,2,0,1,5296,0,1,0,1,35,0,spammer
2852,1130,7,17,35,1,413,0,0,0,1,38,0,spammer
2853,937,653,142,6,1,6233,114,1,1,1,98,2,spammer
2854,12,34,0,3433,0,4516,18,2,1,1,118,1,spammer
2855,1050,53,647,0,0,1798,0,0,0,1,25,0,spammer
2856,187,213,147,1345,0,13948,0,1,0,1,71,5,spammer
2857,548,648,2,7,0,4584,3,0,1,1,118,7,spammer
2858,35,676,139,5,0,7414,0,1,0,1,83,0,spammer
2859,575,394,368,91,0,11170,0,1,0,1,55,6,spammer
2860,1059,1405,56,93,36,2679,2,0,2,1,61,5,spammer
2861,648,2,137,0,0,386,1,0,1,1,57,5,spammer
2862,1280,16,228,0,0,545,0,0,0,2,30,1,spammer
2863,617,2,712,0,0,5635,0,0,0,1,59,0,spammer
2864,9,1,3,0,0,1,0,0,0,1,49,0,spammer
2865,519,494,808,330,1,1394,0,1,0,1,56,7,spammer
2866,1111,1,10,0,0,120,0,1,0,1,22,0,spammer
2867,932,15,47,0,0,890,0,0,0,1,32,0,spammer
2868,514,620,544,1455,0,14718,0,1,0,1,55,6,spammer
2869,130,58,6,0,0,737,0,5,0,1,75,1,spammer
2870,947,1,2,0,0,203,0,0,0,1,36,11,spammer
2871,510,0,30,0,0,210,0,0,0,1,45,8,spammer
2872,94,461,1673,1,0,2442,1141,0,1,1,48,4,spammer
2873,805,2,9,0,0,88,0,1,0,1,30,0,spammer
2874,893,19,147,425,0,1370,0,0,0,1,47,0,spammer
2875,610,151,123,0,0,550,0,0,0,1,39,0,spammer
2876,1,3,5,3,0,92,0,2,0,1,92,1,spammer
2877,429,0,357,0,0,82,0,1,0,1,27,0,spammer
2878,269,293,313,0,0,1437,0,2,0,1,72,2,spammer
2879,2118,791,1988,45,8,41645,0,1,0,1,69,0,spammer
2880,536,25,265,9,0,266,20,1,1,1,54,0,spammer
2881,121,21,78,0,0,233,0,0,0,1,0,0,spammer
2882,51,46414,10,0,0,33,0,0,0,1,0,0,spammer
2883,830,1,11,0,0,19,0,0,0,1,9,0,spammer
2884,120,941,729,87,3,13384,0,1,0,1,68,6,spammer
2885,1865,1778,1597,630,25,27569,0,1,0,1,55,6,spammer
2886,717,1442,1803,309,3,8811,0,1,0,1,55,6,spammer
2887,60,0,0,0,0,1,0,0,0,1,54,0,spammer
2888,751,2656,2642,56,0,7210,0,1,0,1,55,6,spammer
2889,177,20,52,0,0,46,0,0,0,1,34,0,spammer
2890,1390,56,274,0,1,1700,0,0,0,2,41,0,spammer
2891,783,3330,2842,0,21,6619,0,0,0,1,31,0,spammer
2892,1282,0,4,0,0,838,0,0,0,2,72,20,spammer
2893,1094,0,403,0,0,393,0,0,0,1,45,0,spammer
2894,478,287,518,45,3,6939,0,2,1,1,80,6,spammer
2895,789,76,66,337,0,748,0,0,0,2,59,2,spammer
2896,755,2,4,0,0,79,0,0,0,1,42,1,spammer
2897,92,335,1666,1,0,2562,2497,0,1,1,51,4,spammer
2898,671,1,11,0,0,877,0,0,0,2,65,22,spammer
2899,109,138,111,307,1,2586,0,2,0,1,94,0,spammer
2900,131,41,43,0,1,3317,113,0,1,1,74,0,spammer
2901,2,53,62,4,0,127,0,0,0,1,85,0,spammer
2902,418,405,367,2061,0,4680,0,1,0,1,55,6,spammer
2903,735,8,111,0,0,4008,0,0,0,2,1,0,spammer
2904,42,21,147,0,0,188,0,0,0,1,48,4,spammer
2905,1699,60,285,0,0,247,0,1,0,1,23,0,spammer
2906,19,26,159,0,0,38,0,0,0,1,97,0,spammer
2907,30,0,0,0,0,45,2165,0,1,1,50,0,spammer
2908,0,770,1577,77,0,312,0,1,0,1,114,0,spammer
2909,208,85,126,0,0,300,0,0,0,1,50,0,spammer
2910,237,559,1326,2439,2,621,0,0,0,1,44,2,spammer
2911,96,263,267,8,0,280,0,1,0,1,55,6,spammer
2912,170,900,523,336,1,5965,661,0,1,1,118,7,spammer
2913,1344,572,453,73,2,18350,0,2,1,1,73,6,spammer
2914,747,2,1,1,0,275,0,0,0,1,19,1,spammer
2915,872,174,105,0,0,1376,0,0,0,1,75,0,spammer
2916,804,77,479,0,0,2632,0,0,0,1,33,4,spammer
2917,106,347,12,4,0,1343,0,1,0,1,118,3,spammer
2918,200,273,1701,0,2,129201,0,0,0,1,41,0,spammer
2919,782,211,288,172,1,5886,0,1,0,1,42,3,spammer
2920,1227,2268,572,30,21,103580,0,1,3,1,96,0,spammer
2921,542,72,111,0,0,861,0,0,0,2,36,1,spammer
2922,574,218,151,204,1,5381,0,1,1,1,65,0,spammer
2923,503,241,46,100,0,106,0,0,0,1,44,2,spammer
2924,320,318,327,467,1,8660,1,0,2,1,95,4,spammer
2925,357,193,227,130,1,3965,0,0,0,1,75,2,spammer
2926,174,230,641,1379,0,5165,0,1,1,1,114,5,spammer
2927,711,380,378,247,1,9369,1,2,2,1,91,8,spammer
2928,224,1,10,0,0,48,0,1,0,1,21,0,spammer
2929,12,403,119,5,0,1339,403,0,1,1,118,7,spammer
2930,358,79,113,38,0,222,11965,0,1,1,98,0,spammer
2931,970,59,497,36,1,1546,0,0,0,2,47,1,spammer
2932,718,866,797,522,0,5550,0,1,0,1,55,6,spammer
2933,1378,430,555,0,10,2983,0,0,0,1,11,0,spammer
2934,770,3282,3164,1157,36,22639,0,1,0,1,59,5,spammer
2935,132,131,491,127,0,442,0,1,0,1,55,6,spammer
2936,338,823,138,126,0,4406,0,0,0,1,7,0,spammer
2937,106,2599,2009,8,1,1444,0,1,1,1,92,0,spammer
2938,699,1214,1971,0,3,1178,0,0,0,1,104,7,spammer
2939,751,7,12,0,0,1728,0,0,0,2,25,1,spammer
2940,767,2226,20,4544,8,14252,2,0,1,1,99,2,spammer
2941,1384,458,546,1,3,2964,0,0,0,1,16,0,spammer
2942,885,1071,711,2181,0,8813,0,0,0,1,101,8,spammer
2943,264,341,313,0,0,5315,0,2,0,1,109,2,spammer
2944,345,1,384,0,0,1020,0,0,0,1,54,0,spammer
2945,570,451,373,14251,0,20754,0,1,1,1,94,1,spammer
2946,417,535,536,180,1,3385,0,1,0,1,59,2,spammer
2947,21,387,112,0,0,2169,211,0,1,1,118,7,spammer
2948,0,0,0,0,0,3,14843,0,1,1,69,0,spammer
2949,1282,4,42,5,0,163,2585,0,1,1,74,4,spammer
2950,916,6,14,0,0,1718,0,0,0,2,25,6,spammer
2951,358,2950,1020,1205,3,78083,0,1,0,1,59,5,spammer
2952,1000,0,135,3,0,10,279,3,1,1,90,2,spammer
2953,1402,344,468,694,0,2854,0,1,0,1,55,6,spammer
2954,490,1943,1772,7085,4,25772,0,2,1,1,74,4,spammer
2955,13,0,5,0,0,19,5068,0,1,1,66,0,spammer
2956,197,525,173,925,0,26483,0,1,0,1,100,4,spammer
2957,772,166,110,1361,0,926,0,0,0,1,98,5,spammer
2958,1414,6474,7102,557,33,49046,0,1,1,1,76,0,spammer
2959,39,8,82,0,0,2286,0,0,0,1,54,0,spammer
2960,999,13,301,1,0,30,0,0,0,2,59,0,spammer
2961,9,0,0,0,0,2,0,0,0,1,32,1,spammer
2962,402,431,537,2476,0,4705,0,1,0,1,55,6,spammer
2963,1346,5587,5689,1555,37,33569,0,1,0,1,59,5,spammer
2964,1377,96,511,111,0,240,0,0,1,1,31,0,spammer
2965,661,1000,745,940,1,35742,0,1,0,1,55,6,spammer
2966,485,1477,1663,274,1,10866,0,1,0,1,55,6,spammer
2967,976,17,841,1,0,2905,0,0,0,1,36,4,spammer
2968,984,452,500,240,3,3708,0,1,0,1,55,6,spammer
2969,470,175,164,11,0,1254,0,1,0,1,55,6,spammer
2970,69,1578,1350,10,1,12115,0,2,1,1,64,5,spammer
2971,98,626,189,22665,3,5770,0,1,0,1,55,6,spammer
2972,568,100,615,7,0,886,452,2,1,1,118,4,spammer
2973,1084,267,231,61,0,5326,0,0,0,1,99,6,spammer
2974,193,41,79,1,0,912,0,0,1,1,37,0,spammer
2975,485,2369,1991,1098,0,20464,0,0,0,1,0,0,spammer
2976,746,3,1137,0,0,85,0,1,0,1,31,0,spammer
2977,135,196,136,348,0,442,0,0,0,1,76,4,spammer
2978,1183,3,201,0,0,474,0,0,0,1,46,5,spammer
2979,382,2295,2421,2,2,11673,118,0,1,1,118,7,spammer
2980,322,630,861,401,1,2817,0,1,1,1,107,4,spammer
2981,1044,427,424,3,0,1440,0,0,0,1,25,0,spammer
2982,101,498,1813,1,0,2748,98,0,1,1,32,0,spammer
2983,1121,1,344,0,0,622,0,0,0,1,43,8,spammer
2984,556,127,222,33,0,4223,0,1,1,1,82,1,spammer
2985,696,66,283,19,0,593,102287,0,1,1,106,0,spammer
2986,82,49,16,3,0,3828,0,1,1,1,98,4,spammer
2987,1191,1318,1023,311,2,23269,0,1,0,1,55,6,spammer
2988,509,3,430,0,0,1165,0,0,0,1,12,0,spammer
2989,37,405,2,1,0,1252,150,0,1,1,118,7,spammer
2990,1030,0,448,0,0,1732,0,0,0,1,30,4,spammer
2991,1086,0,404,0,0,2680,0,0,0,1,21,4,spammer
2992,17,0,5,0,0,20,10390,0,1,1,69,0,spammer
2993,776,0,0,0,0,142,0,1,0,1,27,0,spammer
2994,661,965,961,0,0,44110,0,0,0,1,88,0,spammer
2995,621,1636,997,2856,0,17177,0,1,2,1,57,2,spammer
2996,508,3,433,0,0,691,0,0,0,1,37,0,spammer
2997,194,268,316,2,1,5209,0,1,0,1,67,1,spammer
2998,124,631,799,68,0,6003,556,0,1,1,118,7,spammer
2999,331,0,0,0,0,4,0,0,0,1,51,0,spammer
3000,31,286,244,56,0,791,0,0,0,1,74,1,spammer
3001,1078,1,2,0,0,29,0,0,0,1,31,2,spammer
3002,294,0,56,0,0,3,8720,0,1,1,62,0,spammer
3003,643,1101,854,396,1,6038,0,1,1,1,95,1,spammer
3004,1366,0,370,0,0,24,0,0,0,2,77,20,spammer
3005,877,0,3,0,0,2617,0,0,0,1,19,0,spammer
3006,1484,2,293,0,0,1049,0,0,0,1,47,1,spammer
3007,258,110,122,283,0,442,0,0,0,1,50,0,spammer
3008,1563,14,7,0,0,851,0,0,0,1,25,0,spammer
3009,13,389,403,54,0,1586,936,0,1,1,118,7,spammer
3010,415,409,515,208,0,3950,0,2,3,1,87,5,spammer
3011,1907,67,245,9,0,2623,0,0,0,2,79,24,spammer
3012,833,297,275,2746,0,16913,0,1,0,1,55,6,spammer
3013,1545,0,275,0,0,872,0,0,0,1,54,0,spammer
3014,619,647,44,0,0,48,0,1,0,1,87,0,spammer
3015,1639,7,325,0,0,996,0,0,0,2,60,20,spammer
3016,498,100,58,2,0,4124,0,1,1,1,70,2,spammer
3017,1212,1689,2000,8197,1,24967,0,1,0,1,55,6,spammer
3018,560,600,620,206,0,11154,0,1,0,1,55,6,spammer
3019,1207,39,532,0,0,111,0,0,0,2,60,20,spammer
3020,95,426,1609,1,0,2578,35,0,1,1,39,0,spammer
3021,1070,2,1,0,0,1280,0,0,0,1,29,0,spammer
3022,758,1598,853,10032,24,44379,0,1,0,1,55,6,spammer
3023,13,395,257,1,0,385,0,0,0,1,59,3,spammer
3024,171,10713,10505,41,2,18113,565,0,1,1,118,7,spammer
3025,10,1,4,0,0,3,0,0,0,1,46,0,spammer
3026,229,153,144,0,0,105,2,0,1,1,22,3,spammer
3027,11,0,5,0,0,11,4690,0,1,1,85,0,spammer
3028,331,0,0,0,0,425,4,0,1,2,94,22,spammer
3029,1634,1226,970,4,42,14494,0,0,0,2,9,0,spammer
3030,438,21,64,3,0,64,0,0,0,1,70,0,spammer
3031,154,1027,467,247,0,18278,1,2,2,1,105,4,spammer
3032,269,1121,79,53,1,26706,0,1,0,1,57,0,spammer
3033,653,188,162,189,0,5867,0,1,0,1,118,12,spammer
3034,979,165,379,4,3,441,0,1,0,1,40,0,spammer
3035,611,517,344,3121,0,16049,0,1,0,1,59,5,spammer
3036,195,10,576,9,1,2485,0,0,0,1,33,3,spammer
3037,464,2158,2125,86,2,15910,0,2,1,1,69,1,spammer
3038,1346,24,457,0,0,3231,0,0,0,1,39,0,spammer
3039,308,1694,1656,1657,0,4279,0,0,0,1,100,7,spammer
3040,418,908,210,554,0,4959,0,1,0,1,55,6,spammer
3041,71,182,168,394,0,3213,0,1,0,1,62,1,spammer
3042,1240,1268,424,1145,11,54000,0,0,1,1,111,1,spammer
3043,454,1115,530,4489,1,13711,0,1,0,1,55,6,spammer
3044,246,111,61,21,0,14,0,0,0,1,59,3,spammer
3045,120,36,208,32,0,1306,0,0,0,1,38,0,spammer
3046,420,1003,1195,48,2,9862,0,1,0,1,103,6,spammer
3047,833,1,2,0,0,2,0,0,0,1,41,3,spammer
3048,365,168,57,8,0,2336,0,0,0,1,110,0,spammer
3049,241,1018,1765,13,0,984,0,1,0,1,81,0,spammer
3050,41,0,2,0,0,103,0,1,0,1,53,0,spammer
3051,1377,411,526,0,8,2858,0,0,0,1,7,0,spammer
3052,153,1070,1032,12,0,3117,0,1,0,1,55,6,spammer
3053,344,2,15,0,0,836,0,0,0,1,62,0,spammer
3054,906,450,225,80,3,4403,0,0,0,1,58,2,spammer
3055,283,143,132,108,0,1232,0,0,0,1,44,2,spammer
3056,32,25,35,0,0,155,0,0,0,1,39,0,spammer
3057,667,3,275,0,0,740,0,0,0,1,27,0,spammer
3058,1434,10,39,0,0,87,0,1,0,1,50,0,spammer
3059,95,348,1543,1,0,2506,104,0,1,1,48,0,spammer
3060,158,941,171,1642,4,10958,0,1,0,1,55,6,spammer
3061,33,0,0,0,0,66,368,0,1,1,45,1,spammer
3062,1131,0,325,0,0,1032,0,0,0,2,66,21,spammer
3063,709,4291,90,268,4,7096,191,0,1,1,118,7,spammer
3064,1290,914,1297,191,15,18014,0,1,0,1,56,4,spammer
3065,33,0,0,0,0,63,355,0,1,1,45,1,spammer
3066,144,84,70,63,0,195,0,0,0,1,44,2,spammer
3067,89,378,1626,1,2,2314,735,0,1,1,48,0,spammer
3068,491,1045,354,2316,0,51335,0,1,0,1,84,5,spammer
3069,1064,848,1987,886,4,4128,0,1,1,1,95,0,spammer
3070,908,283,188,1340,0,5908,0,2,0,1,78,0,spammer
3071,312,1,24,0,0,1806,0,0,0,2,1,0,spammer
3072,70,322,1393,1,0,1964,765,0,1,1,38,0,spammer
3073,348,5420,5259,385,0,21337,0,2,0,1,62,1,spammer
3074,118,403,262,1208,0,9697,0,1,0,1,55,6,spammer
3075,304,387,411,479,1,7398,0,1,0,1,55,6,spammer
3076,597,5047,399,185,2,64847,0,4,0,1,102,3,spammer
3077,171,401,417,9,0,90,0,1,0,1,55,6,spammer
3078,1118,531,330,405,2,27776,0,1,0,1,55,6,spammer
3079,84,515,1577,1,0,2508,2887,0,1,1,45,0,spammer
3080,21,20,195,2,1,755,3,7,1,1,118,0,spammer
3081,1377,429,544,0,1,2616,0,0,0,1,11,0,spammer
3082,643,0,1,0,0,152,0,0,0,1,31,0,spammer
3083,1538,234,208,90,2,9246,0,1,0,1,92,17,spammer
3084,752,8,38,15,0,369,0,0,0,1,45,0,spammer
3085,1726,3,1,0,0,76,0,1,0,1,32,0,spammer
3086,469,1,4,0,0,19,0,0,0,2,80,20,spammer
3087,677,2437,511,5010,2,13465,0,0,0,1,101,8,spammer
3088,571,2,1,0,0,20,0,0,0,1,21,0,spammer
3089,1513,1724,714,27989,24,44753,0,1,3,1,106,0,spammer
3090,1294,1,395,0,0,965,0,0,0,2,90,20,spammer
